SalePrice,Overall Qual,Gr Liv Area,Garage Cars,Total Bsmt SF,Year Built,Year Remod/Add,Full Bath,Foundation_PConc,Fireplaces,BsmtFin Type 1_GLQ,Mas Vnr Area,Neighborhood_NridgHt,BsmtFin SF 1
109000,5,1057,1.0,1057.0,1953,2007,1,False,0,True,0.0,False,731.0
105000,4,985,2.0,576.0,1920,1994,1,False,0,False,0.0,False,0.0
107500,5,827,1.0,0.0,1955,2007,1,False,1,False,0.0,False,0.0
144900,5,1086,2.0,1086.0,1954,2003,1,False,0,False,104.0,False,320.0
129000,5,936,1.0,936.0,1956,2000,1,False,0,False,0.0,False,248.0
97500,6,1458,1.0,912.0,1948,1950,1,False,1,False,0.0,False,0.0
144000,6,1056,2.0,1056.0,1980,1980,0,False,0,True,0.0,False,1056.0
162000,5,1287,2.0,1063.0,1959,2006,1,False,1,False,0.0,False,72.0
242000,7,2978,2.0,710.0,1967,2007,2,False,1,False,300.0,False,0.0
132000,6,1224,1.0,816.0,1948,2004,1,False,0,False,0.0,False,481.0
154000,5,1246,1.0,1246.0,1959,1994,1,False,0,False,0.0,False,340.0
166000,5,1385,2.0,910.0,1952,1952,2,False,0,False,0.0,False,507.0
134800,5,900,2.0,900.0,1951,2000,1,False,0,False,0.0,False,234.0
160000,6,1116,2.0,1116.0,1962,1962,1,False,0,False,261.0,False,0.0
148000,5,1175,2.0,1175.0,1960,1960,1,False,0,False,0.0,False,588.0
192000,6,1395,2.0,1395.0,1963,1984,1,False,1,False,218.0,False,717.0
155000,6,1839,2.0,756.0,1966,1966,1,False,1,False,351.0,False,0.0
80400,4,1844,1.0,709.0,1900,1954,1,True,2,False,771.0,False,48.0
96500,4,1140,0.0,576.0,1910,2004,1,False,0,False,0.0,False,0.0
109500,5,936,0.0,936.0,1920,1950,1,True,1,False,0.0,False,579.0
115000,5,1028,2.0,1008.0,1927,1950,1,False,1,False,0.0,False,0.0
143000,5,1347,2.0,1347.0,1957,1957,1,False,0,False,0.0,False,274.0
107400,3,1605,1.0,840.0,1915,1950,2,False,0,False,0.0,False,0.0
80000,4,747,1.0,747.0,1945,1950,1,False,0,False,0.0,False,0.0
119000,5,804,1.0,788.0,1940,1992,1,False,2,False,294.0,False,510.0
130000,5,1316,2.0,926.0,1929,2001,1,False,0,False,0.0,False,234.0
119000,6,1251,1.0,827.0,1938,2000,1,True,0,False,0.0,False,0.0
129000,5,1633,1.0,1027.0,1948,2009,1,False,1,False,0.0,False,780.0
100000,5,1245,1.0,1008.0,1920,1962,1,False,0,False,0.0,False,176.0
12789,2,832,2.0,678.0,1923,1970,1,False,1,False,0.0,False,0.0
105900,6,720,2.0,624.0,1928,2003,1,False,0,False,0.0,False,0.0
150000,8,1566,1.0,930.0,1900,2003,2,False,0,False,0.0,False,0.0
139000,5,1652,1.0,686.0,1915,1950,2,True,0,False,0.0,False,686.0
240000,8,2268,2.0,346.0,1890,2002,3,False,0,False,0.0,False,0.0
76500,5,2256,0.0,840.0,1910,1950,2,False,0,False,0.0,False,0.0
149700,6,1236,2.0,912.0,1957,1996,1,False,0,True,0.0,False,600.0
125500,4,1363,2.0,622.0,1910,1950,1,False,0,False,0.0,False,0.0
122500,4,2290,2.0,777.0,1885,1950,2,True,0,False,0.0,False,0.0
140750,6,1470,2.0,738.0,1922,1994,1,False,0,False,0.0,False,283.0
128500,5,1612,1.0,988.0,1950,1997,1,False,0,False,0.0,False,788.0
209500,7,2068,1.0,1108.0,1922,2005,1,False,1,False,0.0,False,474.0
87000,4,765,1.0,765.0,1925,1950,1,False,0,False,0.0,False,188.0
134000,6,1132,1.0,608.0,1939,1950,1,False,0,False,0.0,False,452.0
128000,6,1196,2.0,572.0,1940,1950,1,False,2,False,0.0,False,264.0
132000,5,1453,1.0,835.0,1942,1950,1,False,2,False,300.0,False,360.0
139900,6,1416,1.0,780.0,1948,1950,1,False,0,False,0.0,False,300.0
123900,5,1040,2.0,528.0,1936,1980,1,False,0,False,0.0,False,276.0
138400,5,1536,2.0,928.0,1930,1950,2,False,1,False,0.0,False,448.0
109500,6,1068,1.0,1124.0,1923,1950,1,False,1,False,0.0,False,960.0
140000,7,1710,2.0,576.0,1921,1950,2,False,0,False,0.0,False,0.0
149500,4,1962,2.0,888.0,1915,1950,1,False,1,False,0.0,False,0.0
159900,6,1560,0.0,780.0,1912,2009,1,True,0,False,0.0,False,0.0
122000,6,1324,1.0,662.0,1920,1993,1,False,0,False,0.0,False,0.0
110000,5,816,2.0,816.0,1963,1963,1,False,0,False,0.0,False,104.0
55000,4,1092,0.0,0.0,1930,1950,2,False,0,False,0.0,False,0.0
140000,5,1812,2.0,360.0,1900,1996,2,False,1,False,0.0,False,0.0
244400,7,2403,1.0,1032.0,1940,1950,2,False,2,False,0.0,False,0.0
173000,5,1675,1.0,1422.0,1959,1959,2,False,2,False,90.0,False,766.0
107500,5,1224,1.0,689.0,1917,1950,1,False,0,False,0.0,False,0.0
100000,5,1392,0.0,1212.0,1915,1950,1,False,0,False,0.0,False,1026.0
95000,6,919,1.0,600.0,1940,1950,1,False,0,False,0.0,False,368.0
93369,4,1884,0.0,707.0,1907,1950,1,False,0,False,0.0,False,73.0
114900,5,1680,2.0,856.0,1910,1950,2,False,1,False,0.0,False,736.0
94000,5,1020,0.0,780.0,1875,1996,1,False,0,False,0.0,False,0.0
136000,4,1832,0.0,1832.0,1967,1967,2,False,0,False,72.0,False,704.0
136500,4,1768,0.0,1768.0,1968,1968,2,False,0,False,0.0,False,0.0
131500,5,1039,2.0,1039.0,1965,1965,1,True,0,False,0.0,False,841.0
121500,5,1392,2.0,1392.0,1957,1996,1,False,1,False,180.0,False,1302.0
125000,5,912,1.0,912.0,1967,1967,1,False,1,False,0.0,False,842.0
154000,5,1060,1.0,1060.0,1968,2001,1,False,1,False,0.0,False,188.0
137900,5,892,1.0,864.0,1966,2008,1,False,0,False,47.0,False,240.0
158000,6,1352,1.0,663.0,1969,1969,1,False,0,False,143.0,False,371.0
137250,5,864,1.0,864.0,1968,1968,1,False,0,True,0.0,False,775.0
160250,5,1373,2.0,1319.0,1978,1978,1,False,2,True,0.0,False,1319.0
163000,5,1440,2.0,720.0,1968,1968,1,False,2,False,0.0,False,267.0
158900,6,1386,2.0,672.0,1978,1978,2,False,1,False,328.0,False,438.0
328000,7,2260,2.0,1306.0,1996,1997,2,True,0,True,0.0,False,1201.0
270000,7,1483,2.0,1420.0,1977,2001,1,False,2,False,0.0,False,1092.0
85000,4,756,2.0,660.0,1927,1950,1,False,0,False,0.0,False,0.0
128000,4,1067,2.0,1067.0,1950,1995,2,False,0,False,0.0,False,442.0
260000,7,1524,2.0,1332.0,1979,1979,0,True,1,True,0.0,False,1258.0
230000,6,1981,2.0,1117.0,1978,1992,2,True,1,False,288.0,False,964.0
124000,3,1610,1.0,972.0,1938,1990,2,False,1,False,0.0,False,288.0
83000,5,835,1.0,458.0,1920,1950,1,False,0,False,0.0,False,108.0
144500,6,1074,1.0,663.0,1950,1987,1,False,1,True,0.0,False,104.0
129000,5,1144,1.0,1144.0,1956,1956,1,False,0,False,0.0,False,739.0
127000,4,1531,1.0,756.0,1947,1979,1,False,1,False,0.0,False,192.0
128000,5,1172,1.0,1172.0,1954,1998,1,False,0,False,0.0,False,954.0
186000,6,1212,2.0,1212.0,2009,2009,2,True,0,True,0.0,False,36.0
308030,7,1508,2.0,1508.0,2009,2010,1,True,2,True,96.0,False,1346.0
114000,5,1298,2.0,1250.0,1964,1964,2,False,0,False,0.0,False,0.0
84900,4,930,1.0,0.0,1946,2006,1,False,0,False,0.0,False,0.0
178000,6,1732,2.0,741.0,1985,1985,2,False,1,False,336.0,False,0.0
270000,7,1433,2.0,1433.0,1987,1987,1,False,2,True,177.0,False,1433.0
218000,6,1802,4.0,946.0,1993,1993,2,True,1,True,85.0,False,860.0
236000,7,1949,2.0,1050.0,1993,1994,2,True,1,True,246.0,False,750.0
147000,6,996,2.0,936.0,1992,1992,1,True,0,True,0.0,False,747.0
245350,8,1694,3.0,1694.0,2008,2008,2,True,0,False,72.0,False,0.0
206000,7,1208,2.0,1187.0,2006,2006,2,True,0,True,24.0,False,686.0
198900,7,1226,3.0,1226.0,2009,2009,2,True,0,False,0.0,False,0.0
187000,7,1222,2.0,1222.0,2010,2010,2,True,0,True,80.0,False,24.0
320000,7,3222,3.0,1673.0,1990,1990,3,True,2,True,0.0,False,1470.0
138500,6,1445,2.0,676.0,1900,1993,2,True,0,False,0.0,False,0.0
155000,6,1052,2.0,1010.0,1971,1971,1,False,0,True,80.0,False,504.0
159000,5,965,2.0,870.0,1996,1996,1,True,0,True,0.0,False,870.0
191000,7,1692,2.0,878.0,1997,1998,2,True,1,False,0.0,False,353.0
200500,6,1682,2.0,804.0,1998,1998,2,True,0,True,116.0,False,505.0
150000,5,1026,1.0,1026.0,1977,2004,1,False,0,True,0.0,False,198.0
161750,6,1392,1.0,689.0,1977,1977,1,False,0,True,153.0,False,378.0
128200,5,894,1.0,894.0,1976,1976,1,False,0,False,0.0,False,182.0
127000,5,876,2.0,876.0,1972,1972,1,False,0,False,0.0,False,480.0
318000,8,1978,3.0,1978.0,2003,2003,2,True,1,True,320.0,False,1682.0
272000,8,1601,2.0,1581.0,2001,2002,2,True,1,True,479.0,False,1358.0
237000,7,1829,2.0,941.0,2003,2003,2,True,1,True,223.0,False,483.0
240000,7,2098,2.0,1040.0,1997,1997,2,True,1,False,0.0,False,0.0
224900,7,1661,2.0,1649.0,1998,1998,2,True,0,False,442.0,False,0.0
143750,6,848,2.0,848.0,2003,2003,1,True,0,True,170.0,False,672.0
143000,6,848,2.0,848.0,2004,2004,1,True,0,True,169.0,False,662.0
232000,8,1668,2.0,1657.0,2003,2003,2,True,1,False,171.0,False,370.0
213000,7,1484,2.0,1473.0,2004,2005,2,True,0,True,109.0,False,712.0
185500,7,1414,2.0,1414.0,2004,2004,2,True,0,True,98.0,False,24.0
84900,3,640,1.0,0.0,1945,2007,1,False,0,False,0.0,False,0.0
155891,5,992,1.0,381.0,1954,1954,1,False,0,False,0.0,False,0.0
100000,5,1664,0.0,0.0,1965,1965,2,False,0,False,0.0,False,0.0
144000,5,1196,1.0,1196.0,1968,1968,1,False,0,False,0.0,False,1070.0
64000,4,1120,2.0,744.0,1948,1950,1,False,0,False,0.0,False,0.0
125200,6,1096,1.0,1008.0,1975,1975,1,False,1,False,0.0,False,528.0
107000,6,1117,2.0,1029.0,1976,1976,1,False,1,False,0.0,False,422.0
90000,4,960,0.0,960.0,1958,1958,1,False,0,False,0.0,False,0.0
140000,4,1121,2.0,1121.0,2003,2004,2,True,0,False,0.0,False,0.0
113000,6,1487,1.0,735.0,1945,1950,1,False,1,False,0.0,False,94.0
80000,4,924,1.0,672.0,1941,1950,1,False,0,False,0.0,False,348.0
144500,5,1526,1.0,1216.0,1957,2002,1,False,1,False,145.0,False,383.0
104000,5,1296,1.0,1107.0,1924,1999,2,False,1,False,203.0,False,133.0
128000,6,1647,1.0,806.0,1915,1950,1,True,0,False,0.0,False,0.0
58500,3,864,1.0,864.0,1914,1950,1,False,0,False,0.0,False,203.0
127000,5,1691,1.0,1026.0,1924,1950,2,False,1,False,0.0,False,218.0
126000,6,856,2.0,856.0,1939,1950,1,False,1,False,0.0,False,238.0
160000,4,2650,0.0,0.0,1967,1967,3,False,0,False,0.0,False,0.0
100000,5,1666,0.0,894.0,1931,1950,1,True,1,False,0.0,False,0.0
169000,6,2447,1.0,804.0,1919,1990,2,True,1,False,0.0,False,0.0
257500,7,2133,1.0,1528.0,1941,1985,1,False,2,False,371.0,False,426.0
215000,5,2177,2.0,1032.0,1950,1991,2,False,0,False,430.0,False,375.0
266500,7,2340,1.0,1152.0,1941,2006,2,False,2,True,0.0,False,275.0
335000,7,1902,2.0,1902.0,1959,2002,2,True,2,True,0.0,False,1406.0
203135,7,1652,2.0,423.0,1994,2007,2,True,0,True,44.0,False,343.0
185000,8,1034,2.0,982.0,1989,1989,1,False,1,True,0.0,False,747.0
162500,8,1191,2.0,1191.0,1989,1989,2,False,1,True,0.0,False,76.0
289000,7,1801,2.0,1501.0,1959,1997,2,False,2,False,0.0,False,1247.0
125500,4,1154,1.0,796.0,1922,2007,1,False,0,False,0.0,False,735.0
82000,2,540,1.0,480.0,1941,1950,1,False,0,False,0.0,False,480.0
110000,6,1107,1.0,629.0,1921,1975,1,False,0,False,0.0,False,308.0
68400,4,1128,2.0,698.0,1920,1950,1,False,0,False,0.0,False,0.0
102776,4,1178,1.0,859.0,1900,1950,1,False,0,False,0.0,False,0.0
55993,5,1044,2.0,540.0,1952,1952,1,False,0,False,0.0,False,0.0
50138,4,952,1.0,756.0,1896,1950,1,False,0,False,0.0,False,0.0
246000,8,1646,2.0,1594.0,2004,2005,2,True,1,True,186.0,False,1373.0
254900,8,1916,3.0,1049.0,1998,1999,2,True,1,True,0.0,False,615.0
190000,6,1285,2.0,1243.0,1977,1977,2,False,1,False,0.0,False,679.0
201000,7,1560,2.0,1560.0,2003,2003,2,True,0,False,0.0,False,0.0
169900,6,1034,3.0,1012.0,1976,1976,1,False,0,True,335.0,False,539.0
170000,6,2048,2.0,1958.0,1976,1976,3,False,0,False,0.0,False,0.0
160000,5,1687,2.0,747.0,1948,1950,1,False,2,False,0.0,False,353.0
220000,7,1346,3.0,1336.0,2008,2008,2,True,1,True,60.0,False,78.0
179781,7,1214,2.0,1214.0,2009,2010,2,True,0,False,0.0,False,0.0
174000,5,1444,2.0,384.0,2006,2007,2,True,0,False,0.0,False,0.0
269500,8,1968,3.0,774.0,2009,2010,2,True,1,False,84.0,False,0.0
214900,7,1894,2.0,817.0,2002,2003,2,True,1,True,44.0,False,624.0
202900,8,1908,2.0,967.0,2002,2002,2,True,0,False,0.0,False,0.0
378500,9,2018,3.0,2002.0,2008,2009,2,True,1,False,0.0,False,0.0
169000,5,1264,2.0,1068.0,1965,1977,1,False,1,False,0.0,False,42.0
173500,5,1430,2.0,1430.0,2004,2005,2,True,0,False,0.0,False,0.0
139000,6,1824,0.0,912.0,1971,1971,2,False,0,False,0.0,False,0.0
166500,5,1344,2.0,1344.0,1999,1999,2,True,1,False,0.0,False,0.0
83500,4,1092,1.0,546.0,1973,1973,1,False,0,False,0.0,False,334.0
119500,5,945,1.0,945.0,1973,1973,1,False,1,True,0.0,False,915.0
85000,5,1112,1.0,536.0,1976,1976,1,False,0,False,0.0,False,129.0
76000,4,1092,0.0,546.0,1970,1970,1,False,0,True,0.0,False,176.0
75500,4,630,0.0,630.0,1972,1972,1,False,0,False,0.0,False,150.0
88250,4,1092,0.0,546.0,1970,1970,1,False,0,False,0.0,False,0.0
85500,4,1092,1.0,546.0,1972,1972,1,False,0,False,0.0,False,294.0
130000,5,874,1.0,864.0,1971,2004,1,False,0,False,0.0,False,469.0
157900,5,1188,1.0,1188.0,1962,1962,1,False,0,False,189.0,False,593.0
149900,5,833,2.0,833.0,1984,1984,1,False,0,False,0.0,False,207.0
159000,5,2432,2.0,1216.0,1985,1986,4,True,0,False,0.0,False,0.0
136000,5,1274,2.0,624.0,1991,1991,1,True,0,False,0.0,False,458.0
161000,5,1479,1.0,864.0,1969,1969,2,False,0,False,0.0,False,476.0
285000,8,1803,2.0,1679.0,1994,1995,2,True,2,True,0.0,False,1341.0
231000,6,1797,2.0,1152.0,1993,1994,2,True,1,True,0.0,False,944.0
124500,6,882,1.0,882.0,1956,1956,1,False,0,False,0.0,False,564.0
